smiles,source,generator,batch_id,pce_pred,pce_relative_score,validity_score,sa_component_score,molecule_score,availability_score,dft_alignment_score,functional_group_score,feasibility_score,agent_score,dft_homo,dft_lumo,dft_gap,dft_mu,dft_alpha,sa_score,qed,novelty,multi_score,pareto_rank,purchasable,pubchem_cid
Cc1ccc(-c2cccc3ncccc23)c(C(=O)O)c1,batch_4,llm_gen,4,19.828449249267575,0.9487001230155978,1.0,0.731064235544285,0.9320665219669068,0.7000000000000001,0.6602680131164096,1.0,0.7794036926972638,0.8862676731860137,-6.695216655731201,-1.4498947858810425,5.000142574310303,3.0322108268737797,,1.8068072933671449,0.7622445961210764,,0.8862676731860137,,,
Nc1ccc(-c2cccc3ncccc23)c(C(=O)O)n1,batch_4,llm_gen,4,19.52203369140625,0.9340395475070176,1.0,0.6214537092284953,0.9093770089284636,0.7000000000000001,0.821270160817224,1.0,0.8167569968106031,0.8815910052931055,-6.192568302154541,-1.4462993144989014,4.729966640472412,3.63849687576294,,2.135638872314514,0.7429297107086469,,0.8815910052931055,,,
NS(=O)(=O)c1ccc(NC(=O)c2cccc3ncccc23)cc1,batch_2,llm_gen,2,19.1400146484375,0.9157616928698408,1.0,0.7440055589101036,0.907009910186883,0.7000000000000001,0.8621596775835468,1.0,0.8213268555930402,0.8813049938087302,-6.534457683563232,-1.3257757425308228,4.672587394714356,3.587033271789551,,1.767983323269689,0.7689851302032442,,0.8813049938087302,,,
O=S(=O)(O)c1ccc(-c2cccc3ncccc23)cc1,batch_4,llm_gen,4,19.510543823242188,0.9334898101471442,1.0,0.7342585675280908,0.9202177048705243,0.7000000000000001,0.9841499699878457,0.6666666666666666,0.789531149959328,0.8810117383971654,-6.694798469543457,-2.189770221710205,4.521982192993164,3.24806809425354,,1.7972242974157275,0.7344021608602223,,0.8810117383971654,,,
Nc1ccc(NC(=O)c2cccc3ncccc23)cc1,batch_2,llm_gen,2,19.1400146484375,0.9157616928698408,1.0,0.7770537092284956,0.9103147252187224,0.7000000000000001,0.8165087812464609,1.0,0.8088376760236059,0.8798716104601874,-6.034523010253906,-0.9801622629165648,4.736905097961426,3.73600697517395,,1.668838872314513,0.6980698714132713,,0.8798716104601874,,,
O=C(O)c1ccc(NC(=O)c2cccc3ncccc23)cc1,batch_2,llm_gen,2,19.151512145996094,0.9163117952611618,1.0,0.7894738992527657,0.911996826134206,0.7000000000000001,0.7539380307135429,1.0,0.7999851995029503,0.8783933381448292,-6.745706558227539,-1.8475607633590696,4.833544731140137,2.9696545600891118,,1.631578302241703,0.7766712788304303,,0.8783933381448292,,,
NC(=O)c1cccc2ncccc12,batch_4,llm_gen,4,19.510543823242188,0.9334898101471442,1.0,0.7854039364142444,0.92533224175914,0.7000000000000001,0.6281148480179418,1.0,0.7677926138049911,0.8780703533728952,-6.670705795288086,-1.3340845108032229,5.064533233642578,3.194913864135742,,1.643788190757267,0.7050926786700381,,0.8780703533728952,,,
Cc1nc(N)ccc1NC(=O)c1cccc2ncccc12,batch_4,llm_gen,4,19.446430206298828,0.9304222683784208,1.0,0.6595664854969693,0.9102944632524336,0.7000000000000001,0.7512118821153301,1.0,0.8010402066431711,0.8775181862696547,-5.916780471801758,-0.9715054035186768,4.838000297546387,3.511843681335449,,2.021300543509092,0.7549149074289236,,0.8775181862696547,,,
CNC.Cl.O=CO.c1ccc2ncccc2c1,batch_2,fragment_gen,2,19.573806762695312,0.936516650909476,1.0,0.65366641666734,0.9145799623943148,0.7000000000000001,0.6951735635782341,1.0,0.7902379136737523,0.8772773477781459,-6.477017879486084,-1.3623448610305786,4.934638023376465,3.2848610877990723,,2.03900074999798,0.709630151861292,,0.8772773477781459,,,
O=C(O)Sc1nccc2ccccc12,batch_5,llm_gen,5,19.595687866210938,0.9375635611007888,1.0,0.5536851893846718,0.9054193678190984,0.7000000000000001,0.7745852666584251,1.0,0.8076785846322885,0.8760971328630552,-6.910326480865479,-2.5084316730499268,4.800487995147705,2.87566351890564,,2.3389444318459844,0.7268817864512154,,0.8760971328630552,,,
O=C(O)C(=O)Cc1nccc2ccccc12,batch_5,llm_gen,5,19.84217071533203,0.9493566320738532,1.0,0.623597687704402,0.9218450744295228,0.7000000000000001,0.6177811513218379,1.0,0.7673873918589373,0.8755077696583471,-6.925230979919434,-2.1225807666778564,5.086117267608643,3.3560144901275635,,2.129206936886794,0.7862806935231855,,0.8755077696583471,,,
C#N.CC.NC=O.c1ccc2ncccc2c1,batch_2,fragment_gen,2,19.632957458496094,0.939346739721627,1.0,0.6099583921337342,0.912473230990675,0.7000000000000001,0.6880633599082248,1.0,0.7880977452425637,0.8751605852662416,-6.916318416595459,-1.5235557556152344,4.947630882263184,3.995872020721436,,2.170124823598797,0.7072127017700495,,0.8751605852662416,,,
O=C(O)Cc1cccc2ncccc12,batch_2,llm_gen,2,19.768516540527344,0.945832618480082,1.0,0.7664382663077488,0.9333099214148404,0.7000000000000001,0.4865994588983299,1.0,0.7386813307335169,0.8749213442104433,-6.877109527587891,-1.52740216255188,5.405349254608154,2.638270616531372,,1.7006852010767537,0.7802097733928971,,0.8749213442104433,,,
CN(C)C(=O)c1cccc2ncccc12,batch_4,llm_gen,4,19.816951751708984,0.9481500206242768,1.0,0.7612461032558375,0.9346446268250052,0.7000000000000001,0.7564732446431933,0.6666666666666666,0.7331114584402036,0.8741846763095648,-6.1046342849731445,-0.7962872385978699,4.829420566558838,2.9875717163085938,,1.7162616902324874,0.7043987596404804,,0.8741846763095648,,,
O=C(O)Cc1nccc2ccccc12,batch_5,llm_gen,5,19.84217071533203,0.9493566320738532,1.0,0.7037313432308258,0.9298584399821652,0.7000000000000001,0.505465530473583,1.0,0.7433978486273303,0.8739202625757146,-6.9013261795043945,-1.829404592514038,5.35355281829834,2.838282823562622,,1.8888059703075228,0.7802097733928971,,0.8739202625757146,,,
NC(=O)c1nccc2ccccc12,batch_5,llm_gen,5,19.584197998046875,0.9370138237409152,1.0,0.7242039364142444,0.9220314526341566,0.7000000000000001,0.5933693120698061,1.0,0.7591062298179572,0.8731538857892968,-6.718620300292969,-1.6166400909423828,5.138944149017334,3.1707756519317627,,1.8273881907572669,0.7050926786700381,,0.8731538857892968,,,
C[NH2+].O=CO.c1ccc2ccccc2c1,batch_3,fragment_gen,3,19.364177703857425,0.9264868643433632,1.0,0.6909067118779841,0.910280162662489,0.7000000000000001,0.7187509596968702,1.0,0.7848408127266858,0.8726483576817481,-6.296113967895508,-1.193614840507507,4.892767429351807,3.658751010894776,,1.927279864366048,0.6343538186831219,,0.8726483576817481,,,
O=C(O)CNc1nccc2ccccc12,batch_5,llm_gen,5,19.81789779663086,0.9481952845237616,1.0,0.7000728602198034,0.9285635136409898,0.7000000000000001,0.4992350669608666,1.0,0.7390905274473507,0.871721617782898,-6.560373783111572,-1.576279878616333,5.370409965515137,3.0209386348724365,,1.8997814193405895,0.7952117380475598,,0.871721617782898,,,
Nc1cccc(NC(=O)c2cccc3ncccc23)c1,batch_4,llm_gen,4,19.1400146484375,0.9157616928698408,1.0,0.7577271840295564,0.9083820726988284,0.7000000000000001,0.7254950094613245,1.0,0.7860842330773218,0.8716927208123763,-6.043196678161621,-0.90269935131073,4.88112211227417,3.579850196838379,,1.7268184479113309,0.6980698714132713,,0.8716927208123763,,,
O=C(c1ccc(O)cc1)c1cccc2ncccc12,batch_4,llm_gen,4,19.510543823242188,0.9334898101471442,1.0,0.7610705852587275,0.922898906643588,0.7000000000000001,0.8461370684578458,0.6666666666666666,0.7512988745388666,0.8714188970121717,-6.61026668548584,-2.082325935363769,4.6946120262146,2.923485279083252,,1.7167882442238174,0.7095418272738121,,0.8714188970121717,,,
