smiles,source,generator,batch_id,pce_pred,pce_relative_score,validity_score,sa_component_score,molecule_score,availability_score,dft_alignment_score,functional_group_score,feasibility_score,agent_score,dft_homo,dft_lumo,dft_gap,dft_mu,dft_alpha,sa_score,qed,novelty,multi_score,pareto_rank,purchasable,pubchem_cid,scaffold,can
Cc1ccc(-c2cccc3ncccc23)c(C(=O)O)c1,batch_4,llm_gen,4,19.828449249267575,0.9487001230155978,1.0,0.731064235544285,0.9320665219669068,0.7000000000000001,0.6602680131164096,1.0,0.7794036926972638,0.8862676731860137,-6.695216655731201,-1.4498947858810425,5.000142574310303,3.0322108268737797,,1.8068072933671449,0.7622445961210764,,0.8862676731860137,,,,c1ccc(-c2cccc3ncccc23)cc1,Cc1ccc(-c2cccc3ncccc23)c(C(=O)O)c1
Nc1ccc(-c2cccc3ncccc23)c(C(=O)O)n1,batch_4,llm_gen,4,19.52203369140625,0.9340395475070176,1.0,0.6214537092284953,0.9093770089284636,0.7000000000000001,0.821270160817224,1.0,0.8167569968106031,0.8815910052931055,-6.192568302154541,-1.4462993144989014,4.729966640472412,3.63849687576294,,2.135638872314514,0.7429297107086469,,0.8815910052931055,,,,c1cncc(-c2cccc3ncccc23)c1,Nc1ccc(-c2cccc3ncccc23)c(C(=O)O)n1
NS(=O)(=O)c1ccc(NC(=O)c2cccc3ncccc23)cc1,batch_2,llm_gen,2,19.1400146484375,0.9157616928698408,1.0,0.7440055589101036,0.907009910186883,0.7000000000000001,0.8621596775835468,1.0,0.8213268555930402,0.8813049938087302,-6.534457683563232,-1.3257757425308228,4.672587394714356,3.587033271789551,,1.767983323269689,0.7689851302032442,,0.8813049938087302,,,,O=C(Nc1ccccc1)c1cccc2ncccc12,NS(=O)(=O)c1ccc(NC(=O)c2cccc3ncccc23)cc1
O=S(=O)(O)c1ccc(-c2cccc3ncccc23)cc1,batch_4,llm_gen,4,19.510543823242188,0.9334898101471442,1.0,0.7342585675280908,0.9202177048705243,0.7000000000000001,0.9841499699878457,0.6666666666666666,0.789531149959328,0.8810117383971654,-6.694798469543457,-2.189770221710205,4.521982192993164,3.24806809425354,,1.7972242974157275,0.7344021608602223,,0.8810117383971654,,,,c1ccc(-c2cccc3ncccc23)cc1,O=S(=O)(O)c1ccc(-c2cccc3ncccc23)cc1
Nc1ccc(NC(=O)c2cccc3ncccc23)cc1,batch_2,llm_gen,2,19.1400146484375,0.9157616928698408,1.0,0.7770537092284956,0.9103147252187224,0.7000000000000001,0.8165087812464609,1.0,0.8088376760236059,0.8798716104601874,-6.034523010253906,-0.9801622629165648,4.736905097961426,3.73600697517395,,1.668838872314513,0.6980698714132713,,0.8798716104601874,,,,O=C(Nc1ccccc1)c1cccc2ncccc12,Nc1ccc(NC(=O)c2cccc3ncccc23)cc1
O=C(O)c1ccc(NC(=O)c2cccc3ncccc23)cc1,batch_2,llm_gen,2,19.151512145996094,0.9163117952611618,1.0,0.7894738992527657,0.911996826134206,0.7000000000000001,0.7539380307135429,1.0,0.7999851995029503,0.8783933381448292,-6.745706558227539,-1.8475607633590696,4.833544731140137,2.9696545600891118,,1.631578302241703,0.7766712788304303,,0.8783933381448292,,,,O=C(Nc1ccccc1)c1cccc2ncccc12,O=C(O)c1ccc(NC(=O)c2cccc3ncccc23)cc1
NC(=O)c1cccc2ncccc12,batch_4,llm_gen,4,19.510543823242188,0.9334898101471442,1.0,0.7854039364142444,0.92533224175914,0.7000000000000001,0.6281148480179418,1.0,0.7677926138049911,0.8780703533728952,-6.670705795288086,-1.3340845108032229,5.064533233642578,3.194913864135742,,1.643788190757267,0.7050926786700381,,0.8780703533728952,,,,c1ccc2ncccc2c1,NC(=O)c1cccc2ncccc12
Cc1nc(N)ccc1NC(=O)c1cccc2ncccc12,batch_4,llm_gen,4,19.446430206298828,0.9304222683784208,1.0,0.6595664854969693,0.9102944632524336,0.7000000000000001,0.7512118821153301,1.0,0.8010402066431711,0.8775181862696547,-5.916780471801758,-0.9715054035186768,4.838000297546387,3.511843681335449,,2.021300543509092,0.7549149074289236,,0.8775181862696547,,,,O=C(Nc1cccnc1)c1cccc2ncccc12,Cc1nc(N)ccc1NC(=O)c1cccc2ncccc12
CNC.Cl.O=CO.c1ccc2ncccc2c1,batch_2,fragment_gen,2,19.573806762695312,0.936516650909476,1.0,0.65366641666734,0.9145799623943148,0.7000000000000001,0.6951735635782341,1.0,0.7902379136737523,0.8772773477781459,-6.477017879486084,-1.3623448610305786,4.934638023376465,3.2848610877990723,,2.03900074999798,0.709630151861292,,0.8772773477781459,,,,c1ccc2ncccc2c1,CNC.Cl.O=CO.c1ccc2ncccc2c1
O=C(O)Sc1nccc2ccccc12,batch_5,llm_gen,5,19.595687866210938,0.9375635611007888,1.0,0.5536851893846718,0.9054193678190984,0.7000000000000001,0.7745852666584251,1.0,0.8076785846322885,0.8760971328630552,-6.910326480865479,-2.5084316730499268,4.800487995147705,2.87566351890564,,2.3389444318459844,0.7268817864512154,,0.8760971328630552,,,,c1ccc2cnccc2c1,O=C(O)Sc1nccc2ccccc12
O=C(O)C(=O)Cc1nccc2ccccc12,batch_5,llm_gen,5,19.84217071533203,0.9493566320738532,1.0,0.623597687704402,0.9218450744295228,0.7000000000000001,0.6177811513218379,1.0,0.7673873918589373,0.8755077696583471,-6.925230979919434,-2.1225807666778564,5.086117267608643,3.3560144901275635,,2.129206936886794,0.7862806935231855,,0.8755077696583471,,,,c1ccc2cnccc2c1,O=C(O)C(=O)Cc1nccc2ccccc12
C#N.CC.NC=O.c1ccc2ncccc2c1,batch_2,fragment_gen,2,19.632957458496094,0.939346739721627,1.0,0.6099583921337342,0.912473230990675,0.7000000000000001,0.6880633599082248,1.0,0.7880977452425637,0.8751605852662416,-6.916318416595459,-1.5235557556152344,4.947630882263184,3.995872020721436,,2.170124823598797,0.7072127017700495,,0.8751605852662416,,,,c1ccc2ncccc2c1,C#N.CC.NC=O.c1ccc2ncccc2c1
O=C(O)Cc1cccc2ncccc12,batch_2,llm_gen,2,19.768516540527344,0.945832618480082,1.0,0.7664382663077488,0.9333099214148404,0.7000000000000001,0.4865994588983299,1.0,0.7386813307335169,0.8749213442104433,-6.877109527587891,-1.52740216255188,5.405349254608154,2.638270616531372,,1.7006852010767537,0.7802097733928971,,0.8749213442104433,,,,c1ccc2ncccc2c1,O=C(O)Cc1cccc2ncccc12
CN(C)C(=O)c1cccc2ncccc12,batch_4,llm_gen,4,19.816951751708984,0.9481500206242768,1.0,0.7612461032558375,0.9346446268250052,0.7000000000000001,0.7564732446431933,0.6666666666666666,0.7331114584402036,0.8741846763095648,-6.1046342849731445,-0.7962872385978699,4.829420566558838,2.9875717163085938,,1.7162616902324874,0.7043987596404804,,0.8741846763095648,,,,c1ccc2ncccc2c1,CN(C)C(=O)c1cccc2ncccc12
O=C(O)Cc1nccc2ccccc12,batch_5,llm_gen,5,19.84217071533203,0.9493566320738532,1.0,0.7037313432308258,0.9298584399821652,0.7000000000000001,0.505465530473583,1.0,0.7433978486273303,0.8739202625757146,-6.9013261795043945,-1.829404592514038,5.35355281829834,2.838282823562622,,1.8888059703075228,0.7802097733928971,,0.8739202625757146,,,,c1ccc2cnccc2c1,O=C(O)Cc1nccc2ccccc12
NC(=O)c1nccc2ccccc12,batch_5,llm_gen,5,19.584197998046875,0.9370138237409152,1.0,0.7242039364142444,0.9220314526341566,0.7000000000000001,0.5933693120698061,1.0,0.7591062298179572,0.8731538857892968,-6.718620300292969,-1.6166400909423828,5.138944149017334,3.1707756519317627,,1.8273881907572669,0.7050926786700381,,0.8731538857892968,,,,c1ccc2cnccc2c1,NC(=O)c1nccc2ccccc12
C[NH2+].O=CO.c1ccc2ccccc2c1,batch_3,fragment_gen,3,19.364177703857425,0.9264868643433632,1.0,0.6909067118779841,0.910280162662489,0.7000000000000001,0.7187509596968702,1.0,0.7848408127266858,0.8726483576817481,-6.296113967895508,-1.193614840507507,4.892767429351807,3.658751010894776,,1.927279864366048,0.6343538186831219,,0.8726483576817481,,,,c1ccc2ccccc2c1,C[NH2+].O=CO.c1ccc2ccccc2c1
O=C(O)CNc1nccc2ccccc12,batch_5,llm_gen,5,19.81789779663086,0.9481952845237616,1.0,0.7000728602198034,0.9285635136409898,0.7000000000000001,0.4992350669608666,1.0,0.7390905274473507,0.871721617782898,-6.560373783111572,-1.576279878616333,5.370409965515137,3.0209386348724365,,1.8997814193405895,0.7952117380475598,,0.871721617782898,,,,c1ccc2cnccc2c1,O=C(O)CNc1nccc2ccccc12
Nc1cccc(NC(=O)c2cccc3ncccc23)c1,batch_4,llm_gen,4,19.1400146484375,0.9157616928698408,1.0,0.7577271840295564,0.9083820726988284,0.7000000000000001,0.7254950094613245,1.0,0.7860842330773218,0.8716927208123763,-6.043196678161621,-0.90269935131073,4.88112211227417,3.579850196838379,,1.7268184479113309,0.6980698714132713,,0.8716927208123763,,,,O=C(Nc1ccccc1)c1cccc2ncccc12,Nc1cccc(NC(=O)c2cccc3ncccc23)c1
O=C(c1ccc(O)cc1)c1cccc2ncccc12,batch_4,llm_gen,4,19.510543823242188,0.9334898101471442,1.0,0.7610705852587275,0.922898906643588,0.7000000000000001,0.8461370684578458,0.6666666666666666,0.7512988745388666,0.8714188970121717,-6.61026668548584,-2.082325935363769,4.6946120262146,2.923485279083252,,1.7167882442238174,0.7095418272738121,,0.8714188970121717,,,,O=C(c1ccccc1)c1cccc2ncccc12,O=C(c1ccc(O)cc1)c1cccc2ncccc12
O=C(Nc1ccc(S(=O)(=O)O)cc1)c1cccc2ncccc12,batch_2,llm_gen,2,19.1400146484375,0.9157616928698408,1.0,0.7321298192651327,0.905822336222386,0.7000000000000001,0.7686412558248195,1.0,0.7905374147483478,0.8712368597801745,-6.492053508758545,-1.7837985754013062,4.809881687164307,3.541499137878418,,1.803610542204602,0.7206795608365084,,0.8712368597801745,,,,O=C(Nc1ccccc1)c1cccc2ncccc12,O=C(Nc1ccc(S(=O)(=O)O)cc1)c1cccc2ncccc12
NC(=O)c1cc(N)ccc1-c1cccc2ncccc12,batch_4,llm_gen,4,19.510543823242188,0.9334898101471442,1.0,0.6706350857467136,0.9138553566923868,0.7000000000000001,0.6557005192464542,1.0,0.7684783218316243,0.8702422462341579,-6.16938591003418,-1.1371338367462158,5.0090436935424805,3.941114664077759,,1.9880947427598592,0.697021280133405,,0.8702422462341579,,,,c1ccc(-c2cccc3ncccc23)cc1,NC(=O)c1cc(N)ccc1-c1cccc2ncccc12
O=C(O)C(C(=O)O)c1nccc2ccccc12,batch_5,llm_gen,5,19.595687866210938,0.9375635611007888,1.0,0.5762833161458918,0.9076791804952202,0.7000000000000001,0.6789679356423081,1.0,0.7819086217915999,0.8699480128841341,-6.846721649169922,-2.4904208183288574,4.964508056640625,3.0052192211151123,,2.2711500515623246,0.7811109192068191,,0.8699480128841341,,,,c1ccc2cnccc2c1,O=C(O)C(C(=O)O)c1nccc2ccccc12
Nc1ccc(NC(=O)c2cccc3ncccc23)c(C(=O)O)c1,batch_2,llm_gen,2,19.151512145996094,0.9163117952611618,1.0,0.70592863583318,0.9036422997922474,0.7000000000000001,0.7944630250580401,1.0,0.7891740270674402,0.8693018179748053,-6.039520740509033,-0.9801622629165648,4.76977014541626,3.902088880538941,,1.88221409250046,0.6451762497973124,,0.8693018179748053,,,,O=C(Nc1ccccc1)c1cccc2ncccc12,Nc1ccc(NC(=O)c2cccc3ncccc23)c(C(=O)O)c1
O=C(O)C(=O)Nc1nccc2ccccc12,batch_5,llm_gen,5,19.22516632080078,0.9198358088549328,1.0,0.6698787133454273,0.9028565184184892,0.7000000000000001,0.7174806529844422,1.0,0.7898293367930129,0.8689483639308462,-6.729168891906738,-2.186749219894409,4.89497709274292,2.963582992553711,,1.9903638599637183,0.7030611569793488,,0.8689483639308462,,,,c1ccc2cnccc2c1,O=C(O)C(=O)Nc1nccc2ccccc12
O=CO.[NH3+].c1ccc2ccccc2c1,batch_3,fragment_gen,3,19.05776596069336,0.9118264713505068,1.0,0.7585695344990171,0.9053181305303072,0.7000000000000001,0.718562995598437,1.0,0.7818328855101035,0.8682725570242461,-6.478701591491699,-1.5153694152832031,4.893094062805176,3.0403740406036377,,1.7242913965029487,0.6146142440699622,,0.8682725570242461,,,,c1ccc2ccccc2c1,O=CO.[NH3+].c1ccc2ccccc2c1
O=C(Nc1cccs1)c1cccc2ncccc12,batch_4,llm_gen,4,19.1400146484375,0.9157616928698408,1.0,0.6770331744032756,0.9003126717362002,0.7000000000000001,0.7120468272459798,1.0,0.7919411404239691,0.8678012123425308,-6.75340747833252,-1.8475607633590696,4.904487609863281,3.1105844974517822,,1.9689004767901728,0.7595295574164945,,0.8678012123425308,,,,O=C(Nc1cccs1)c1cccc2ncccc12,O=C(Nc1cccs1)c1cccc2ncccc12
NC(=O)c1nc(N)ccc1-c1cccc2ncccc12,batch_4,llm_gen,4,19.510543823242188,0.9334898101471442,1.0,0.5955848833175637,0.9063503364494716,0.7000000000000001,0.6663461823583638,1.0,0.7774972796721207,0.8676944194162663,-6.1916046142578125,-1.3160924911499023,4.988419055938721,3.685098648071289,,2.213245350047309,0.7394048938835314,,0.8676944194162663,,,,c1cncc(-c2cccc3ncccc23)c1,NC(=O)c1nc(N)ccc1-c1cccc2ncccc12
O=C(O)C(=O)NC(=O)c1nccc2ccccc12,batch_5,llm_gen,5,19.22516632080078,0.9198358088549328,1.0,0.6130957810796177,0.8971782251919082,0.7000000000000001,0.7100175378711601,1.0,0.7897411653032432,0.8649471072253085,-6.768259048461914,-2.276592969894409,4.908063888549805,3.2230160236358643,,2.160712656761147,0.7149118722363549,,0.8649471072253085,,,,c1ccc2cnccc2c1,O=C(O)C(=O)NC(=O)c1nccc2ccccc12
NC(=O)Cc1nccc2ccccc12,batch_5,llm_gen,5,19.830677032470703,0.948806712198256,1.0,0.6685055740000561,0.9258959271586102,0.7000000000000001,0.4305272578415291,1.0,0.722714449229357,0.8649414837798342,-6.74315357208252,-1.0965467691421509,5.573693752288818,3.2350082397460938,,1.994483277999832,0.7672175651264986,,0.8649414837798342,,,,c1ccc2cnccc2c1,NC(=O)Cc1nccc2ccccc12
C#N.[NH3+].c1ccc2ncccc2c1,batch_2,fragment_gen,2,19.5454216003418,0.935158551409204,1.0,0.6942592990166663,0.9175527710290298,0.7000000000000001,0.5379864728051019,1.0,0.7415089505875821,0.8647396248965955,-7.096564769744873,-1.7608284950256348,5.269316673278809,2.6175014972686768,,1.9172221029500007,0.646748882575377,,0.8647396248965955,,,,c1ccc2ncccc2c1,C#N.[NH3+].c1ccc2ncccc2c1
NS(=O)(=O)c1nccc2ccccc12,batch_5,llm_gen,5,19.584197998046875,0.9370138237409152,1.0,0.6180918757752044,0.9114202465702528,0.7000000000000001,0.8091528361590016,0.6666666666666666,0.7539737740774382,0.8641863048224082,-6.6404571533203125,-1.7670564651489258,4.747734546661377,3.35961651802063,,2.145724372674387,0.755681544695697,,0.8641863048224082,,,,c1ccc2cnccc2c1,NS(=O)(=O)c1nccc2ccccc12
O=C(O)COC(=O)c1nccc2ccccc12,batch_5,llm_gen,5,19.84217071533203,0.9493566320738532,1.0,0.6820842163095578,0.9276937272900384,0.7000000000000001,0.3929510893277565,1.0,0.7146381830811207,0.863777064027363,-6.979724407196045,-1.8671907186508176,5.700343608856201,2.4443280696868896,,1.9537473510713264,0.8093360716612108,,0.863777064027363,,,,c1ccc2cnccc2c1,O=C(O)COC(=O)c1nccc2ccccc12
O=C(O)CCNC(=O)c1cccc2ncccc12,batch_4,llm_gen,4,19.39799118041992,0.9281046837185024,1.0,0.7586880706723781,0.9183525540420396,0.7000000000000001,0.4728827779371432,1.0,0.7360889052060524,0.8636734593912434,-6.758950233459473,-1.1529265642166138,5.444462776184082,3.1205265522003174,,1.7239357879828656,0.8524547381451101,,0.8636734593912434,,,,c1ccc2ncccc2c1,O=C(O)CCNC(=O)c1cccc2ncccc12
Nc1cc(O)ccc1NC(=O)c1cccc2ncccc12,batch_2,llm_gen,2,19.1400146484375,0.9157616928698408,1.0,0.6931180239585076,0.9019211566917236,0.7000000000000001,0.7989261161009793,1.0,0.7742641169936804,0.8636240447823105,-5.894784927368164,-0.9016693234443665,4.763016700744629,3.51002836227417,,1.9206459281244768,0.4968839197895702,,0.8636240447823105,,,,O=C(Nc1ccccc1)c1cccc2ncccc12,Nc1cc(O)ccc1NC(=O)c1cccc2ncccc12
O=C(O)C(=O)CNc1nccc2ccccc12,batch_5,llm_gen,5,19.47164535522461,0.9316286973122736,1.0,0.5974669086172503,0.9050496487115438,0.7000000000000001,0.6429356846258307,1.0,0.7667968683445063,0.8635738146014325,-6.558773994445801,-1.853606939315796,5.0343451499938965,3.5427255630493164,,2.207599274148249,0.773752981253657,,0.8635738146014325,,,,c1ccc2cnccc2c1,O=C(O)C(=O)CNc1nccc2ccccc12
CCN(C)C(=O)c1cccc2ncccc12,batch_4,llm_gen,4,20.19810104370117,0.9663862616764436,1.0,0.7186940979608126,0.944978419137236,0.7000000000000001,0.4994419512950537,0.6666666666666666,0.6734381976305143,0.8635163526852194,-6.043684005737305,-0.3652262091636657,5.369846343994141,3.068761110305786,,1.843917706117562,0.7682958431561168,,0.8635163526852194,,,,c1ccc2ncccc2c1,CCN(C)C(=O)c1cccc2ncccc12
O=C(O)C(=O)CNC(=O)c1nccc2ccccc12,batch_5,llm_gen,5,19.47164535522461,0.9316286973122736,1.0,0.62008595931863,0.9073115537816818,0.7000000000000001,0.6150084151213187,1.0,0.7612660492903442,0.8634979024342805,-6.732570648193359,-1.7834813594818115,5.091985702514648,3.5169949531555176,,2.13974212204411,0.7834263034000971,,0.8634979024342805,,,,c1ccc2cnccc2c1,O=C(O)C(=O)CNC(=O)c1nccc2ccccc12
Nc1ccc(-c2cccc3ncccc23)c(C(=O)Nc2ccccc2)c1,batch_4,llm_gen,4,19.151512145996094,0.9163117952611618,1.0,0.7012515736875518,0.9031745935776846,0.7000000000000001,0.8084447890297516,1.0,0.7700364026055438,0.8632331362860424,-6.040695667266846,-0.9801622629165648,4.748784065246582,3.8717617988586426,,1.8962452789373447,0.5299435912095947,,0.8632331362860424,,,,O=C(Nc1ccccc1)c1ccccc1-c1cccc2ncccc12,Nc1ccc(-c2cccc3ncccc23)c(C(=O)Nc2ccccc2)c1
O=C(O)c1cc(O)ccc1NC(=O)c1cccc2ncccc12,batch_2,llm_gen,2,19.151512145996094,0.9163117952611618,1.0,0.7054876890876175,0.9035982051176912,0.7000000000000001,0.7120468272459798,1.0,0.7685328620263769,0.8630786021902969,-6.503394603729248,-1.646365523338318,4.904487609863281,3.2349579334259038,,1.8835369327371476,0.6460221458769906,,0.8630786021902969,,,,O=C(Nc1ccccc1)c1cccc2ncccc12,O=C(O)c1cc(O)ccc1NC(=O)c1cccc2ncccc12
